    9     6     0.1060    -0.0159    -0.0005         -39.0374
   10     6     0.2006    -0.0016     0.0001         -60.3206
   11     6     0.0974     0.0000     0.0000         -73.4404
   12     6     0.0208    -0.0004     0.0000         -92.1620
   13     6    -0.0061     0.0004     0.0000         -97.1084
   14     6    -0.0159     0.0002     0.0000        -105.2850
   15     6     0.0923     0.0078     0.0001        -106.5031
   16     6     0.1819     0.0171     0.0007        -110.7536
   17     6     0.2091     0.0088     0.0003        -111.4800
   18     6     0.2320    -0.0024    -0.0001        -115.6604
   19     6     0.1694    -0.0023     0.0000        -116.2418
   20     6    -0.2229     0.0036    -0.0001        -119.1732
   10     7     0.1679    -0.0042     0.0002         -36.4368
   11     7     0.1865    -0.0039     0.0003         -59.0082
   12     7     0.0825    -0.0007     0.0000         -74.0415
   13     7    -0.0073    -0.0002     0.0000         -94.1055
   14     7     0.0000     0.0000    -0.0001        -104.6590
   15     7    -0.0078     0.0015    -0.0001        -115.4923
   16     7    -0.0523     0.0022    -0.0002        -117.9812
   17     7     0.1228     0.0136     0.0003        -123.8656
   18     7     0.1491     0.0073     0.0002        -126.6940
   19     7     0.1542    -0.0024    -0.0001        -132.0174
   20     7     0.0982    -0.0021     0.0000        -134.1808
   21     7     0.0165    -0.0013     0.0000        -138.7722
   22     7    -0.0012    -0.0002     0.0000        -140.0536
   12     8     0.1975    -0.0052     0.0005         -58.5491
   13     8     0.0902     0.0007     0.0000         -75.5565
   14     8    -0.0178     0.0000    -0.0001         -98.7326
   15     8    -0.0078     0.0014    -0.0001        -111.9557
   16     8    -0.0168     0.0011    -0.0003        -127.6197
   17     8    -0.0451     0.0018    -0.0002        -131.7629
   18     8     0.1054     0.0126     0.0001        -139.8070
   19     8     0.1260     0.0073     0.0001        -143.7619
   20     8     0.1247    -0.0006     0.0000        -151.3708
   21     8     0.0761    -0.0006     0.0000        -155.1767
   22     8     0.0178    -0.0002     0.0000        -162.0311
   23     8    -0.0091     0.0000     0.0000        -164.7725
   24     8    -0.0126     0.0006     0.0001        -168.3839
   15     9     0.0984     0.0086     0.0000         -97.2489
   16     9    -0.0522     0.0024    -0.0001        -111.4203
   17     9    -0.0480     0.0020     0.0003        -128.2200
   18     9     0.0950     0.0126     0.0000        -137.3694
   19     9     0.1562     0.0222     0.0000        -147.8019
   20     9     0.1771     0.0175     0.0001        -154.4033
   21     9     0.1767     0.0110    -0.0001        -162.5049
   22     9     0.1358     0.0089     0.0000        -167.7357
   23     9     0.0834     0.0091     0.0000        -175.2701
   24     9    -0.0609     0.0031     0.0000        -179.1115
   25     9    -0.0544     0.0029     0.0001        -183.4729
   26     9     0.0849     0.0079    -0.0001        -184.5443
   27     9     0.1004     0.0073    -0.0002        -185.9857
   16    10     0.1945     0.0200     0.0009         -97.3218
   17    10     0.1274     0.0148     0.0004        -112.9292
   18    10     0.1051     0.0132    -0.0002        -132.1434
   19    10     0.1559     0.0222     0.0000        -143.7806
   20    10     0.1916     0.0258    -0.0001        -160.6453
   21    10     0.2144     0.0200     0.0000        -167.4066
   22    10     0.2258     0.0160     0.0000        -177.7709
   23    10     0.1859     0.0162    -0.0001        -182.9717
   24    10     0.1431     0.0167     0.0000        -191.8405
   25    10     0.1237     0.0157    -0.0001        -196.0704
   26    10     0.1203     0.0154    -0.0002        -201.6018
   27    10     0.1354     0.0135    -0.0003        -203.0332
   28    10     0.1458     0.0127    -0.0006        -206.9346
   29    10     0.1134     0.0141    -0.0005        -208.1460
   30    10     0.2697     0.0508     0.0052        -211.2174
   18    11     0.1569     0.0079     0.0002        -112.4882
   19    11     0.1288     0.0082     0.0000        -131.8226
   20    11     0.1892     0.0197     0.0003        -145.9730
   21    11     0.2088     0.0236     0.0001        -163.0766
   22    11     0.2298     0.0145     0.0000        -174.1462
   23    11     0.2374     0.0131     0.0000        -186.5650
   24    11     0.1955     0.0088    -0.0001        -193.5247
   25    11     0.1568     0.0077     0.0000        -202.5358
   26    11     0.1409     0.0058    -0.0001        -208.1114
   27    11     0.1360     0.0038    -0.0002        -214.8377
   28    11     0.1501     0.0029    -0.0002        -218.3811
   29    11     0.1548     0.0016     0.0000        -222.7985
   30    11     0.1220     0.0035    -0.0002        -225.1739
   31    11     0.2709     0.0353     0.0044        -228.9563
   32    11     0.3034     0.0361     0.0016        -230.5777
   33    11     0.3232     0.0353    -0.0020        -232.8491
   19    12     0.1665    -0.0026    -0.0001        -110.9271
   20    12     0.1302    -0.0010     0.0000        -134.4685
   21    12     0.1854     0.0104    -0.0001        -149.1989
   22    12     0.2298     0.0166     0.0000        -168.5783
   23    12     0.2397     0.0082     0.0000        -181.7265
   24    12     0.2146     0.0001    -0.0001        -198.2577
   25    12     0.1857    -0.0003    -0.0001        -205.5883
   26    12     0.1443     0.0003     0.0000        -216.6815
   27    12     0.1256    -0.0026     0.0000        -223.1249
   28    12     0.1322    -0.0052    -0.0001        -231.6283
   29    12     0.1444    -0.0065     0.0000        -235.3001
   30    12     0.1486    -0.0071     0.0000        -241.6635
   31    12     0.1180    -0.0058    -0.0001        -244.0409
   32    12     0.0944    -0.0030     0.0003        -249.8503
   33    12     0.2926     0.0218     0.0015        -252.0727
   34    12     0.3141     0.0218    -0.0016        -256.2281
   23    13     0.1943     0.0177    -0.0002        -168.7002
   24    13     0.2009     0.0089     0.0000        -183.5986
   25    13     0.1880    -0.0001    -0.0001        -200.5292
   26    13     0.1364    -0.0015     0.0000        -211.8948
   27    13     0.0869    -0.0011     0.0000        -224.9525
   28    13     0.0792    -0.0024     0.0000        -232.6777
   29    13     0.0767    -0.0033     0.0000        -242.1139
   30    13     0.0973    -0.0046     0.0000        -247.8420
   31    13     0.1053    -0.0048     0.0000        -254.9954
   32    13     0.0764    -0.0038     0.0000        -259.1728
   33    13     0.0488    -0.0025    -0.0001        -264.7142
   34    13     0.0903     0.0078     0.0014        -267.1856
   35    13     0.1424     0.0224     0.0031        -272.4570
   36    13     0.1745     0.0235     0.0012        -274.6184
   37    13     0.1976     0.0203    -0.0012        -278.5698
   38    13     0.1981     0.0080    -0.0007        -280.4412
   39    13     0.1884    -0.0035     0.0003        -283.2126
   24    14     0.1481     0.0182    -0.0002        -172.0042
   25    14     0.1641     0.0081    -0.0002        -187.0066
   26    14     0.1515    -0.0006    -0.0001        -206.0470
   27    14     0.0900     0.0000     0.0000        -219.3577
   28    14     0.0336    -0.0014     0.0000        -236.5376
   29    14     0.0129     0.0039     0.0003        -245.0112
   30    14     0.0267     0.0000     0.0000        -255.6205
   31    14    -0.0611    -0.0021     0.0001        -262.2080
   32    14    -0.0808    -0.0033     0.0001        -271.4113
   33    14    -0.0419    -0.0010     0.0001        -275.8948
   34    14    -0.0157     0.0002     0.0000        -283.4302
   35    14    -0.0455     0.0036    -0.0003        -285.9046
   36    14    -0.0905     0.0085    -0.0002        -292.0960
   37    14     0.1330     0.0217     0.0010        -294.2674
   38    14     0.1551     0.0187    -0.0011        -299.8288
   39    14     0.1544     0.0081    -0.0006        -301.9302
   40    14     0.1446    -0.0032     0.0000        -306.4016
   41    14     0.1000    -0.0027     0.0000        -306.3730
   27    15     0.1331    -0.0029    -0.0002        -206.9109
   28    15     0.0813    -0.0024     0.0000        -221.4213
   29    15     0.0128     0.0036     0.0000        -239.2863
   30    15    -0.0048     0.0004     0.0000        -250.6057
   31    15    -0.0027    -0.0002     0.0001        -262.9174
   32    15    -0.0515    -0.0018     0.0001        -270.8531
   33    15    -0.0690    -0.0028    -0.0002        -280.9568
   34    15    -0.0337    -0.0009     0.0000        -287.2487
   35    15    -0.0109     0.0005    -0.0001        -295.6198
   36    15    -0.0430     0.0047    -0.0002        -299.0845
   37    15    -0.0802     0.0071    -0.0001        -305.8949
   38    15     0.1328     0.0160     0.0010        -309.7363
   39    15     0.1582     0.0122    -0.0011        -315.9177
   40    15     0.1596     0.0009    -0.0006        -319.2291
   41    15     0.1530    -0.0088     0.0000        -324.4705
   42    15     0.1106    -0.0060     0.0002        -326.3619
   43    15     0.0518    -0.0021     0.0000        -329.5333
   28    16     0.1397    -0.0054    -0.0001        -209.4099
   29    16     0.0812    -0.0035     0.0000        -224.7113
